budget,genres,keywords,original_language,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,companies,countries,languages
24000000,Action,"['assassin', 'secret identity', 'intelligence', 'soviet union', 'russia', 'celibacy', 'hitman', 'secret society', 'power', 'power takeover', 'adversary', 'government', 'execution', 'violence', 'killer', 'based on video game', 'secret formula']",en,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",42.669304,2007-11-21,99965753,89.0,Assassin 47,Hitman,5.9,Twentieth Century Fox Film Corporation,France,English
17500000,Drama,"['musical', 'based on stage musical', 'woman director', 'based on the bible', 'nativity', 'christmas']",en,"A street-wise teen from Baltimore who has been raised by a single mother travels to New York City to spend the Christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey.",7.180403,2013-11-27,7018189,93.0,The Musical Event of the Holiday Season,Black Nativity,5.8,Fox Searchlight Pictures,United States of America,English
16000000,Comedy,"['california', 'golf', 'oscar award', 'wine', 'stag night', 'marijuana', 'writer']",en,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",23.425431,2004-10-22,109502303,126.0,In search of wine. In search of women. In search of themselves.,Sideways,6.9,Fox Searchlight Pictures,United States of America,
300000,Horror,"['female nudity', 'nudity', 'mask', 'babysitter', 'halloween', 'police', 'psychopathic killer', 'independent film', 'stalking', 'serial killer', 'marijuana', 'masked killer', 'blood', 'pot smoking', 'slasher', 'murderer', 'throat slitting', 'maniac', 'violence', 'killing spree', 'family', 'cult film', 'evil', 'psychotic', 'smoking pot', 'institution', 'escaped killer']",en,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",30.301307,1978-10-25,70000000,91.0,The Night He Came Home,Halloween,7.4,Compass International Pictures,United States of America,English
17000000,Action,"['neo-nazi', 'gun', 'sniper', 'fbi', 'hitman', 'bodyguard', 'to shoot dead', 'police', 'dark comedy', 'shootout', 'gangster', 'drug', 'female corpse']",en,"When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",23.491962,2006-12-09,57103895,109.0,Nobody gets away clean.,Smokin' Aces,6.4,Universal Pictures,France,English
20000000,Horror,"['survivor', 'violence', 'self help guru', 'tricycle', 'prosthetic arm', 'pig mask', '3d']",en,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",36.133536,2010-10-21,136150434,90.0,The Traps Come Alive,Saw: The Final Chapter,5.8,Lionsgate,Canada,English
17000000,Drama,"['based on novel', 'love', 'beautiful woman', 'curse', 'teenager', 'popularity', 'blind tutor', 'teenage romance', 'modern fairy tale', 'based on young adult novel']",en,"A curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of Beauty and the Beast. Wealthy Kyle Kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. When Kyle invites his misfit classmate Kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. Later, Kyle blows Kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist.",24.054062,2011-01-21,43165571,86.0,Love is never ugly.,Beastly,6.0,CBS Films,United States of America,English
15000000,Horror,"['ambush', 'new mexico', 'van', 'family holiday', 'axe in the head']",en,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",35.107857,2006-03-10,69623713,107.0,The lucky ones die first.,The Hills Have Eyes,6.1,Fox Searchlight Pictures,France,English
17000000,Comedy,"['competition', 'roommate', 'college', 'female friendship', 'music', 'hazing', 'male female relationship', 'audition', 'group of friends', 'dorm room', 'bickering', 'dj', 'singing competition', 'film score', 'female musician', 'singing contest', 'young adult', 'acapella']",en,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",32.746486,2012-09-28,115350426,112.0,Get pitch slapped.,Pitch Perfect,7.3,Brownstone Productions,United States of America,English
17000000,Horror,"['remake', 'demon', 'necronomicon', 'duringcreditsstinger']",en,"Evil Dead, the fourth installment of the Evil Dead franchise, serving as both a reboot and as a loose continuation of the series, features Mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a Book of the Dead unwittingly summon up dormant demons which possess the youngsters one by one.",33.912116,2013-04-05,97542952,91.0,The most terrifying film you will ever experience.,Evil Dead,6.4,TriStar Pictures,United States of America,English
17000000,Comedy,"['beach', 'greece', 'tour bus', 'tour guide', 'viagra', 'hospital']",en,"A Greek tour guide named Georgia attempts to recapture her kefi (Greek for mojo) by guiding a ragtag group of tourists around Greece and showing them the beauty of her native land. Along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process.",5.787891,2009-02-06,20455276,95.0,The most fun you can have without a passport.,My Life in Ruins,5.6,Fox Searchlight Pictures,Greece,English
17000000,Action,"['ice hockey', 'racism', 'pedophile', 'throat slitting', 'shot in the stomach', 'head blown off', 'police investigation', 'pistol whip', 'shot in the shoulder', 'child uses gun', 'ankle holster', 'breaking finger']",en,"After a drug-op gone bad, Joey Gazelle is put in charge of disposing the gun that shot a dirty cop. But things goes wrong for Joey after the neighbor kid stole the gun and used it to shoot his abusive father. Now Joey has to find the kid and the gun before the police and the mob find them first.",19.311572,2006-01-06,9500000,122.0,Every bullet leaves a trail.,Running Scared,7.0,International Production Company,Germany,English
17000000,Adventure,"['africa', 'lion', 'elephant', 'vegetarian', 'leopard', 'tiger', 'zebra', 'wildlife', 'independent film', 'jungle', 'blood', 'exploitation film', 'animal attack', 'wildlife reserve', 'wildlife conservation']",en,Roar follows a family who are attacked by various African animals at the secluded home of their keeper.,1.15641,1981-11-12,2000000,102.0,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,Roar,5.6,American Filmworks,United States of America,English
17000000,Action,"['suicide', 'brother brother relationship', 'spy', 'prophecy', 'middle east', 'screenwriter', 'terrorist', 'wife husband relationship', 'nevada', 'amnesia', 'allegory', 'mass murder', 'kidnapping', 'blackmail', 'riot', 'evacuation', 'afghanistan', 'time travel', 'undercover agent', 'marxism', 'politics', 'politician', 'smuggling', 'twin brother', 'movie in movie', 'murder', 'surrealism', 'balloon', 'interracial relationship', 'anti conformity', 'end of the world', 'conspiracy', 'metaphysics', 'memory', 'search', 'dirty cop', 'apocalypse', 'los angeles', 'terrorism', 'paradox', 'cult film', 'doomsday', 'near future', 'alternate reality', 'split personality', 'big corporation', 'mother son relationship', 'no opening credits', 'north korea', 'doppelganger', 'government corruption', 'southern california', 'alternate timeline', 'karma', 'environmental issue', 'world war iii', 'mysterious past', 'absurdism', 'fourth dimension', 'santa monica california']",en,"Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",9.349386,2006-05-15,374743,144.0,Have a nice apocalypse.,Southland Tales,5.2,Universal Pictures,Germany,English
17000000,Horror,"['experiment', 'supernatural', 'paranormal', 'haunting', 'disappearance', 'fear', 'ghost']",en,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",6.385234,2012-08-23,9627492,82.0,Once You Believe You Die,The Apparition,4.5,StudioCanal,United States of America,English
